domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
www.aljazeera.net,0.05003602151816437,0.16986277587013388,0.39053123662052236,0.22015241364238064,26.0
arabic.cnn.com,0.09140882034632035,0.2970621893141296,0.5384599567099567,0.13353613980387313,12.0
sarabic.ae,-0.07277777777777779,0.18220994199813292,0.5938293650793651,0.12085462905624887,6.0
www.ahram-canada.com,0.0,1.0,0.0,1.0,1.0
